"PERMIT_NO","APPLIED_DATE","APPROVED_DATE","ISSUED_DATE","FINALED_DATE","EXPIRED_DATE","PARENT_PROJECT_NO","PARENT_PERMIT_NO","PermitType","PermitSubType","STATUS","ZONING_CODE1","ZONING_CODE2","SITE_SUBDIVISION","SITE_DESCRIPTION","SITE_APN","SITE_ADDR","SITE_UNIT_NO","SITE_CITY","SITE_ZIP","DESCRIPTION","NOTES","JOBVALUE","FEES_CHARGED","FEES_PAID","CONTRACTOR_NAME","LONGITUDE","LATITUDE"
"ELEC20-3087","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-12-08 00:00:00","","","","ELECTRICAL","ELECTRICAL","FINALED","R4B","","","","09-12-08-200-025","3010 SIGNATURE BLVD J","J","ANN ARBOR","48103","INSTALLATION OF WATER HEATER","","0","75","75","Al's Water Heater","-83.7542","42.24059"
"ELEC20-3088","2020-11-16 00:00:00","2020-11-16 00:00:00","2020-11-16 00:00:00","","2021-05-15 00:00:00","","","ELECTRICAL","ELECTRICAL","ISSUED","R2A","","MILLER'S ADDITION.","","09-09-33-234-019","1009 MICHIGAN AVE","","Ann Arbor","48104","Rental housing inspection repairs, smoke alarms","","0","80","80","Bremray Electrical LLC","-83.73568","42.26817"
"ELEC20-3089","2020-11-16 00:00:00","2020-12-04 00:00:00","2020-12-04 00:00:00","2021-02-09 00:00:00","","","MECH20-2362","ELECTRICAL","ELECTRICAL","FINALED","","","","","09-09-32-204-018","836 S MAIN ST","","Ann Arbor","48104","Electrical Wiring for A/C","(11/24/2020 5:48 PM CJHY)
emailed Pat Walters for payment","0","117","117","Rock Electric Inc","-83.75088","42.27049"
"ELEC20-3090","2020-11-16 00:00:00","2020-11-20 00:00:00","2020-11-20 00:00:00","2021-01-29 00:00:00","","","MECH20-2715","ELECTRICAL","ELECTRICAL","FINALED","","","ORCHARD CREST SUBD","","09-12-03-202-001","1948 CAMELOT RD","","Ann Arbor","48104","Elec Wiring for A/c Unit","","0","75","75","Rock Electric Inc","-83.71854","42.25357"
"ELEC20-3091","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-12-21 00:00:00","","","","ELECTRICAL","ELECTRICAL","FINALED","R2A","","OAK CREST","","09-09-32-223-017","605 SNYDER AVE","","Ann Arbor","48103","INSTALLATION OF WATER HEATER","","0","75","75","Al's Water Heater","-83.75507","42.26496"
"ELEC20-3097","2020-11-16 00:00:00","2020-11-19 00:00:00","2020-11-19 00:00:00","","2021-05-18 00:00:00","","","ELECTRICAL","ELECTRICAL","ISSUED","R1C","","","","09-09-19-212-039","1717 FULMER ST","","Ann Arbor","48103","INSTALL FURNACE, AC, DUCT & GAS LINE","","0","75","75","City Wide Htg & Clg Inc","",""
"ELEC20-3098","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-12-06 00:00:00","","","","ELECTRICAL","ELECTRICAL","FINALED","R4C","","JOHN F. LAWRENCE'S","","09-09-32-107-015","914 SYBIL ST","","Ann Arbor","48104","WIRING OF NEW FURNACE, INCLUDING CONDENSING UNIT","","0","75","75","CND Electric LLC","-83.74353","42.27025"
"ELEC20-3099","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-12-04 00:00:00","","","","ELECTRICAL","ELECTRICAL","FINALED","R2A","","W.S. MAYNARD'S ADD","","09-09-29-316-007","531 S FIRST ST","","Ann Arbor","48103","RECONNECT OF EXISTING CIRCUIT TO NEW FURNACE","","0","75","75","CND Electric LLC","-83.75076","42.2751"
"ELEC20-3101","2020-11-16 00:00:00","2020-12-06 00:00:00","2021-01-04 00:00:00","","2021-07-24 00:00:00","","SIGN20-0085","ELECTRICAL","ELECTRICAL","ISSUED","","","ASSESSOR'S PLAT NO","MICHIGAN SUPPLY & PROVISIONS","09-09-31-208-028","2019 W STADIUM BLVD","","Ann Arbor","48103","MICHIGAN SUPPLY - 1 illuminated raceway mounted sign","(12/6/2020 6:23 PM CHH2)
Emailed for payment- may issue once rec'd","0","100","100","Johnson Sign Co","-83.7742","42.26959"
"ELEC20-3103","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","","2021-05-16 00:00:00","","","ELECTRICAL","ELECTRICAL","ISSUED","R2A","","W.S. MAYNARD'S 2ND","","09-09-29-329-007","415 W MADISON ST","","Ann Arbor","48103","REHOOK FOR AC","","0","75","75","Ferrara Heating & Air Conditioning","-83.75306","42.27371"
"BARR20-0149","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","","","","","BARRICADE","BARRICADE","ISSUED","PUD","","ANN ARBOR LAND COM","","09-09-29-131-014","201 S MAIN ST","","Ann Arbor","48104","Setup of crane to install new cellular antenna on rooftop","(11/17/2020 8:00 AM MB)
sent payment coversheet.","0","351.89999999999998","351.89999999999998","Great Lakes Tower","-83.74823","42.28026"
"ELEC20-3105","2020-11-16 00:00:00","2020-11-16 00:00:00","2020-11-16 00:00:00","","2021-06-05 00:00:00","","","ELECTRICAL","ELECTRICAL","ISSUED","R1C","","","","09-08-24-301-035","3272 DEXTER RD","","Ann Arbor","48103","Overhead to underground service, 200A DTE-existing panel","","0","50","50","Stein Electric Co Inc","-83.79285","42.2902"
"ELEC20-3106","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","","2021-05-31 00:00:00","","","ELECTRICAL","ELECTRICAL","ISSUED","R1D","","BROWN'S 2ND ADD","","09-09-32-230-028","307 PAULINE BLVD","","Ann Arbor","48103","WIRE NEW KIT","","0","182","182","A C Inc","-83.75131","42.26818"
"ELEC20-3107","2020-11-16 00:00:00","2020-12-10 00:00:00","2020-12-10 00:00:00","2021-01-20 00:00:00","","","","ELECTRICAL","SOLAR","FINALED","R1D","","TURNBERRY NO. 2","","09-12-11-100-124","3617 WEEBURN","","Ann Arbor","48108","18 roof mounted 5.94 kw solar array","(12/3/2020 9:16 AM CHH2)
emailed for payment and signed copy (by homeowner). Once received, issue permit.

(12/4/2020 9:14 AM CHH2)
recd payment. Still need signed copy of app by h/o.  email contractor. permit can be issued once rec'd.","0","116","116","Power Home Solar LLC","-83.68689","42.23953"
"ELEC20-3108","2020-11-16 00:00:00","2020-11-18 00:00:00","2020-11-18 00:00:00","","2021-05-17 00:00:00","","","ELECTRICAL","ELECTRICAL","ISSUED","R1D","","ARBOR HEIGHTS","","09-09-19-305-053","2116 ARLENE ST","","Ann Arbor","48103","MINISPLIT, 2 NEW CIRCUITS","","0","89","89","Randazzo Mechanical Htg & Clg","-83.77466","42.28708"
"ELEC20-3110","2020-11-16 00:00:00","2020-11-18 00:00:00","2020-11-18 00:00:00","2020-12-28 00:00:00","","","","ELECTRICAL","ELECTRICAL","FINALED","PUD","","","","09-09-27-100-010","807 ASA GRAY DR 207","207","Ann Arbor","48105","REPLACE FURNACE","","0","75","75","Koch & White","-83.70344","42.28423"
"ELEC20-3111","2020-11-16 00:00:00","2020-11-18 00:00:00","2020-11-18 00:00:00","","2021-05-17 00:00:00","","","ELECTRICAL","ELECTRICAL","ISSUED","R1A","","","","09-09-18-303-016","2333 TALL OAKS DR","","Ann Arbor","48103","REPLACE FURNACE","","0","75","75","Koch & White","-83.7733","42.30605"
"PLUM20-2220","2020-11-16 00:00:00","2020-11-16 00:00:00","2020-11-16 00:00:00","","2021-05-15 00:00:00","","","PLUMBING","PLUMBING","ISSUED","R3","","","","09-09-31-204-027","2155 PAULINE CT","","Ann Arbor","48103","Replace Meter Valve","","0","65","65","Mitch The Plumber","-83.77579","42.2658"
"PLUM20-2224","2020-11-16 00:00:00","2020-11-16 00:00:00","2020-11-16 00:00:00","","2021-05-15 00:00:00","","","PLUMBING","PLUMBING","ISSUED","R1C","","MARTIN ACRES","","09-09-19-320-016","1201 CREAL CRES","","Ann Arbor","48103","Replace Water Heater","","0","65","65","Mitch The Plumber","-83.77147","42.29229"
"PLUM20-2225","2020-11-16 00:00:00","2020-11-16 00:00:00","2020-11-16 00:00:00","","2021-05-15 00:00:00","","","PLUMBING","PLUMBING","ISSUED","D1","","ANN ARBOR LAND COM","","09-09-29-146-006","200 S ASHLEY ST","","Ann Arbor","48104","Replace Meter valves","","0","65","65","Mitch The Plumber","-83.75015","42.28033"
"PLUM20-2229","2020-11-16 00:00:00","2020-11-16 00:00:00","2020-11-16 00:00:00","","2021-05-15 00:00:00","","","PLUMBING","PLUMBING","ISSUED","R1C","","LANSDOWNE NO. 2","","09-12-06-108-006","2280 MERSHON DR","","Ann Arbor","48103","REPLACE HOT WATER HEATER","","0","65","65","Roberts Plbg & Htg Co Inc","-83.76759","42.2532"
"PLUM20-2230","2020-11-16 00:00:00","2020-11-16 00:00:00","2020-11-16 00:00:00","","2021-06-05 00:00:00","","","PLUMBING","PLUMBING","ISSUED","R1D","","","","09-09-16-322-001","801 BROOKSIDE DR","","Ann Arbor","48105","REPLACE BATHTUB AND FAUCET","","0","80","80","Roberts Plbg & Htg Co Inc","-83.73472","42.30398"
"PLUM20-2231","2020-11-16 00:00:00","2020-11-16 00:00:00","2020-11-16 00:00:00","","2021-05-15 00:00:00","","","PLUMBING","PLUMBING","ISSUED","R4C","","W.S. MAYNARD'S ADD","","09-09-29-302-006","310 SECOND ST","","Ann Arbor","48103","REPLACE WATER HEATER","","0","65","65","Roberts Plbg & Htg Co Inc","-83.75268","42.27866"
"PLUM20-2233","2020-11-16 00:00:00","2020-11-16 00:00:00","2020-11-16 00:00:00","2021-02-09 00:00:00","","","","PLUMBING","PLUMBING","FINALED","D1","","","","09-09-29-142-001","126 S MAIN ST","","Ann Arbor","48104","Repair Leak on Water Line in Basement","","0","75","75","Hutzel Plumbing & Heating","-83.74897","42.28058"
"PLUM20-2234","2020-11-16 00:00:00","2020-11-16 00:00:00","2020-11-16 00:00:00","2021-02-02 00:00:00","","","","PLUMBING","PLUMBING","FINALED","C3","","","","09-12-09-200-026","825 VICTORS WAY","","Ann Arbor","48108","Replace meter valve","","0","65","65","Boone & Darr Inc","-83.73556","42.2396"
"PLUM20-2236","2020-11-16 00:00:00","2020-12-01 00:00:00","2020-12-01 00:00:00","","2021-05-31 00:00:00","","BLDG20-1199","PLUMBING","PLUMBING","ISSUED","","","","","09-09-16-201-026","2907 DILLON DR","","Ann Arbor","48105","Basement bathroom","","0","130","130","J A Carney  Plumbing Inc","",""
"MECH20-2795","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-12-08 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R3","","","","09-08-36-400-006","1449 GENEVA RD","","ANN ARBOR","48103","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.78162","42.26207"
"MECH20-2797","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-12-08 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R4B","","","","09-12-08-200-025","3010 SIGNATURE BLVD J","J","ANN ARBOR","48103","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.7542","42.24059"
"MECH20-2798","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2021-01-13 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R4A","","","","09-12-10-201-002","2738 PACKARD RD F","F","ANN ARBOR","48103","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.7137","42.24293"
"MECH20-2799","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-12-09 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R4C","","J.S. WELLER'S ADD.","","09-09-29-433-003","627 S DIVISION ST","","Ann Arbor","48104","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.74416","42.27323"
"MECH20-2800","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","","2021-05-16 00:00:00","","","MECHANICAL","MECHANICAL","ISSUED","R1C","","ARBOR HEIGHTS","","09-09-19-313-007","414 WESTWOOD AVE","","Ann Arbor","48103","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.77074","42.28707"
"MECH20-2801","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-12-08 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R3","","","","09-12-10-201-009","3179 CHELSEA CIR","","Ann Arbor","48108","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.7148","42.24025"
"MECH20-2803","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-11-23 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R4A","","","","09-09-14-209-054","3080 WHISPERWOOD DR 479","479","ANN ARBOR","48105","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.70282","42.31805"
"MECH20-2804","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-11-23 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R4A","","","","09-09-14-209-054","2765 WINDWOOD DR 207","207","ANN ARBOR","48105","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.70282","42.31805"
"MECH20-2805","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-11-23 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R4A","","","","09-09-14-209-054","3075 WHISPERWOOD DR 443","443","ANN ARBOR","48105","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.70282","42.31805"
"MECH20-2806","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-11-23 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R4A","","","","09-09-14-209-054","2710 WINDWOOD DR 125","125","ANN ARBOR","48105","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.70282","42.31805"
"MECH20-2807","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-11-25 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R2A","","ASSESSOR'S PLAT NO","","09-09-21-312-011","1141 TRAVER ST","","Ann Arbor","48105","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.7384","42.29133"
"MECH20-2809","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-11-23 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R4A","","","","09-09-14-209-054","2715 WINDWOOD DR 61","61","ANN ARBOR","48105","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.70282","42.31805"
"MECH20-2813","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-12-21 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R2A","","OAK CREST","","09-09-32-223-017","605 SNYDER AVE","","Ann Arbor","48103","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.75507","42.26496"
"MECH20-2815","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-11-23 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R4A","","","","09-09-14-209-054","2765 WINDWOOD DR 204","204","ANN ARBOR","48105","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.70282","42.31805"
"MECH20-2818","2020-11-16 00:00:00","2020-11-19 00:00:00","2020-11-19 00:00:00","","2021-07-21 00:00:00","","","MECHANICAL","MECHANICAL","ISSUED","R1C","","","","09-09-19-212-039","1717 FULMER ST","","Ann Arbor","48103","INSTALL FURNACE, AC, DUCT & GAS LINE","","0","195","195","City Wide Htg & Clg Inc","",""
"MECH20-2819","2020-11-16 00:00:00","2020-11-16 00:00:00","2020-11-16 00:00:00","2020-12-29 00:00:00","","","BLDG20-1786","MECHANICAL","MECHANICAL","FINALED","","","ORMSBY AND PAGE'S","","09-09-20-411-003","109 E SUMMIT ST","","Ann Arbor","48104","2 HVAC systems for both units,kithen/bath fan,vent,gas line","","0","465","465","Air Duct Clean","-83.74686","42.28844"
"MECH20-2822","2020-11-16 00:00:00","2020-11-16 00:00:00","2020-11-16 00:00:00","2020-11-20 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R4C","","BOWER'S ADD.","","09-09-29-103-014","514 E KINGSLEY ST","","Ann Arbor","48104","Water Heater Replacement","","0","65","65","Air Duct Clean","-83.74187","42.28442"
"MECH20-2824","2020-11-16 00:00:00","2020-11-18 00:00:00","2020-11-18 00:00:00","","2021-05-17 00:00:00","","","MECHANICAL","MECHANICAL","ISSUED","R1D","","ARBOR HEIGHTS","","09-09-19-305-053","2116 ARLENE ST","","Ann Arbor","48103","TANKLESS, GAS PIPE, PRESSURE TEST, MINISPLIT","","0","155","155","Randazzo Mechanical Htg & Clg","-83.77466","42.28708"
"MECH20-2826","2020-11-16 00:00:00","2020-11-18 00:00:00","2020-11-18 00:00:00","2020-12-29 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","PUD","","","","09-09-27-100-010","807 ASA GRAY DR 207","207","Ann Arbor","48105","REPLACE FURNACE","","0","100","100","Koch & White","-83.70344","42.28423"
"MECH20-2827","2020-11-16 00:00:00","2020-11-18 00:00:00","2020-11-18 00:00:00","","2021-05-17 00:00:00","","","MECHANICAL","MECHANICAL","ISSUED","R1A","","","","09-09-18-303-016","2333 TALL OAKS DR","","Ann Arbor","48103","REPLACE FURNACE","","0","100","100","Koch & White","-83.7733","42.30605"
"MECH20-2828","2020-11-16 00:00:00","2020-11-18 00:00:00","2020-11-18 00:00:00","2021-01-08 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R1C","","GARDEN HOMES PARK","","09-09-19-202-093","1750 FULMER ST","","Ann Arbor","48103","ADD GAS LINE TO FIREPLACE","","0","65","65","Koch & White","-83.77645","42.29755"
"MECH20-2792","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-12-08 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R1C","","THOMPSON, SPOOR AN","","09-09-29-324-047","720 MADISON PL","","Ann Arbor","48103","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.75995","42.27196"
"MECH20-2793","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","","2021-05-16 00:00:00","","","MECHANICAL","MECHANICAL","ISSUED","R1D","","EBER WHITE FIRST A","","09-09-30-415-012","1215 ELDER BLVD","","Ann Arbor","48103","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.7624","42.27525"
"MECH20-2794","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-12-09 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","PUD","","","","09-12-05-400-038","225 HARBOR WAY","","ANN ARBOR","48103","INSTALLATION OF WATER HEATER","","0","65","65","Al's Water Heater","-83.74688","42.24856"
"SIGN20-0085","2020-11-16 00:00:00","2020-11-16 00:00:00","2021-01-04 00:00:00","","2021-07-20 00:00:00","","BLDG20-2146","SIGN","SIGN","ISSUED","","","ASSESSOR'S PLAT NO","MICHIGAN SUPPLY & PROVISIONS","09-09-31-208-028","2019 W STADIUM BLVD","","Ann Arbor","48103","MICHIGAN SUPPLY - 1 illuminated raceway mounted sign","","0","100","100","Johnson Sign Co","-83.7742","42.26959"
"ROW20-1493","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-12-08 00:00:00","","2021-12-08 00:00:00","","","RIGHT OF WAY","SERVICE LEAD","FINALED","","","BUELL SUBDIVISION","","09-09-34-204-002","2021 WOODSIDE RD","","Ann Arbor","48104","Sewer line repair","","0","405","405","Knight Robert","-83.72063","42.26533"
"ROW20-1494","2020-11-16 00:00:00","2020-11-18 00:00:00","2020-11-20 00:00:00","","2021-11-20 00:00:00","","","RIGHT OF WAY","CABLE (NON-METRO ACT)","ISSUED","","","OLIVIA B. HALL SUB","","09-09-33-226-002","1312 CAMBRIDGE RD","","Ann Arbor","48104","Aerial installation of fiber optic cable","(11/17/2020 8:09 AM MB)
sent to Eng to review.

(11/18/2020 10:24 AM MB)
sent payment coversheet.","0","190","190","COMCAST","-83.73252","42.26944"
"TCP20-0997","2020-11-16 00:00:00","2020-11-19 00:00:00","2020-11-20 00:00:00","","2020-11-30 00:00:00","","","TRAFFIC CONTROL","DETOUR","EXPIRED","","","ANN ARBOR LAND COM","","09-09-29-131-014","201 S MAIN ST","","Ann Arbor","48104","Street Closure of E Washington (Meet with Chris R & Brian N)","(11/19/2020 10:15 AM TK)
emailed payment cover sheet","0","38.75","38.75","Great Lakes Tower","-83.74823","42.28026"
"ZCOM20-0319","2020-11-16 00:00:00","2020-11-16 00:00:00","2020-11-17 00:00:00","","","","","ZONING COMPLIANCE","FENCE","ISSUED","R4A","","","OWL CREEK APARTMENTS (CLUBHOUSE)","09-09-10-401-002","3400 NIXON RD","","Ann Arbor","48105","4ft high chain link fence for dog run","","0","75","75","K & W Fence","",""
"ZCOM20-0320","2020-11-16 00:00:00","2020-11-16 00:00:00","2021-01-04 00:00:00","","","","","ZONING COMPLIANCE","FENCE","ISSUED","R1C","","WUERTH SUBDIVISION","","09-09-31-402-008","1548 KIRTLAND DR","","Ann Arbor","48103","Replacing fence with 6 x 56 wood frame fence","","0","75","75","The Fence Spot Inc.","-83.76197","42.26181"
"PLUM20-2219","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2020-12-15 00:00:00","","","BLDG20-1593","PLUMBING","PLUMBING","FINALED","","","ASSESSOR'S PLAT NO","","09-09-20-409-022","615 N MAIN ST","","Ann Arbor","48104","Replace Bathroom Fixtures","","0","155","155","Massingill Adam L","-83.74842","42.28695"
"PLUM20-2221","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2021-02-16 00:00:00","","","","PLUMBING","PLUMBING","FINALED","R1D","","ALLMENDINGER HEIGH","","09-09-32-211-017","1208 BIRK AVE","","Ann Arbor","48103","INSTALL BACKFLOW PREVENTER","","0","65","65","Haley Mechanical","-83.75986","42.26585"
"PLUM20-2222","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","","2021-05-23 00:00:00","","","PLUMBING","PLUMBING","ISSUED","R1C","","WAGNER-MCCOMB BOUL","","09-12-11-205-024","3341 CREEK DR","","Ann Arbor","48108","BATHROOM REMODEL","","0","130","130","Haley Mechanical","-83.69703","42.24053"
"PLUM20-2223","2020-11-16 00:00:00","2020-11-17 00:00:00","2020-11-17 00:00:00","2021-02-11 00:00:00","","","","PLUMBING","PLUMBING","FINALED","R2A","","PANDORA PLATEAU","","09-09-30-421-004","1470 BEMIDJI DR","","Ann Arbor","48103","REPLACE SHUTOFF VALVES","","0","80","80","Haley Mechanical","-83.76665","42.27806"
